Fecha,Consumo
2021-01-01,102.6557043266145
2021-01-02,99.65289461037153
2021-01-03,103.754639362736
2021-01-04,108.30317355006332
2021-01-05,99.68888111375777
2021-01-06,99.86033218972845
2021-01-07,109.09814452653049
2021-01-08,105.2099613668972
2021-01-09,99.19571627696804
2021-01-10,104.4257316597446
2021-01-11,99.56517863437013
2021-01-12,99.7223962308349
2021-01-13,103.42902648787184
2021-01-14,92.82032643677051
2021-01-15,93.92894378859671
2021-01-16,99.90814392913619
2021-01-17,97.82066872713398
2021-01-18,104.62044890953926
2021-01-19,98.67257623931759
2021-01-20,96.31371048926466
2021-01-21,110.86500506637148
2021-01-22,102.56836392647405
2021-01-23,104.19427508587569
2021-01-24,96.89113896099244
2021-01-25,101.45002240349724
2021-01-26,104.88236887405364
2021-01-27,98.72732553029259
2021-01-28,106.51399280075688
2021-01-29,101.78414495156386
2021-01-30,103.47928675263339
2021-01-31,102.07817637737405
2021-02-01,114.49554699620019
2021-02-02,105.31256559169331
2021-02-03,100.2357984868967
2021-02-04,109.77974212342711
2021-02-05,99.7037844846829
2021-02-06,106.9915848446314
2021-02-07,96.28641808175239
2021-02-08,99.57953723991652
2021-02-09,107.3386291882474
2021-02-10,110.17862851032686
2021-02-11,107.47318758837264
2021-02-12,106.16619477638825
2021-02-13,105.36500919429024
2021-02-14,99.60197331867934
2021-02-15,103.5173451808442
2021-02-16,104.9332465281602
2021-02-17,112.63978136073445
2021-02-18,109.18781232480787
2021-02-19,98.76785730797195
2021-02-20,109.31456811581336
2021-02-21,105.87754710862617
2021-02-22,104.52484656603798
2021-02-23,111.07199232595111
2021-02-24,113.27038820255338
2021-02-25,112.87116612860514
2021-02-26,104.11561864754489
2021-02-27,106.86012217708871
2021-02-28,110.1544880722931
2021-03-01,113.46536521836983
2021-03-02,106.27869235806952
2021-03-03,107.83062216812334
2021-03-04,103.3090002294035
2021-03-05,102.93878034419212
2021-03-06,113.05893780849343
2021-03-07,115.85133827088048
2021-03-08,108.78122927395167
2021-03-09,114.22737736662646
2021-03-10,111.08359696103012
2021-03-11,106.11277351520363
2021-03-12,111.20553860696103
2021-03-13,117.14614670660126
2021-03-14,109.33143496740178
2021-03-15,117.38556654498909
2021-03-16,96.51257231827428
2021-03-17,113.76691189842467
2021-03-18,110.13587455970594
2021-03-19,108.24596779939486
2021-03-20,110.23728729773408
2021-03-21,99.87522012971162
2021-03-22,108.74637872833335
2021-03-23,111.65905728149859
2021-03-24,117.28879517458111
2021-03-25,107.33087100281108
2021-03-26,105.89971105447357
2021-03-27,107.45040474354911
2021-03-28,114.55026031959193
2021-03-29,111.62810975985406
2021-03-30,107.34369909356164
2021-03-31,112.56402218536569
2021-04-01,110.48529514410211
2021-04-02,114.84239153921182
2021-04-03,106.48519733748681
2021-04-04,108.3504864228615
2021-04-05,108.01863084299313
2021-04-06,102.64901427688112
2021-04-07,111.43165449632986
2021-04-08,111.23784485357358
2021-04-09,109.93670792314686
2021-04-10,108.71384023544768
2021-04-11,102.78262778938624
2021-04-12,107.72603890597303
2021-04-13,108.08256433382105
2021-04-14,105.74871916021559
2021-04-15,108.91475340796057
2021-04-16,111.69963211431333
2021-04-17,119.06563499169414
2021-04-18,110.46006723403217
2021-04-19,110.82456191991828
2021-04-20,109.11138622129087
2021-04-21,99.83375535740899
2021-04-22,109.23624408570822
2021-04-23,109.60839036008493
2021-04-24,121.55911778435737
2021-04-25,108.21403143668833
2021-04-26,110.61378301261023
2021-04-27,108.85999917472063
2021-04-28,103.11500271925144
2021-04-29,114.59468729887003
2021-04-30,112.55978720316922
2021-05-01,112.67222292230845
2021-05-02,104.08448400652541
2021-05-03,115.55719325217876
2021-05-04,101.44323525956924
2021-05-05,111.29354026318772
2021-05-06,119.21582011628898
2021-05-07,103.21269888880572
2021-05-08,105.2333108151956
2021-05-09,108.46008546326436
2021-05-10,105.33912028020616
2021-05-11,99.99552325833974
2021-05-12,107.98170100193556
2021-05-13,102.21514970668957
2021-05-14,109.78018226166188
2021-05-15,102.69845436969585
2021-05-16,114.92644116184732
2021-05-17,103.13956963939059
2021-05-18,105.3225046878414
2021-05-19,110.8753201816185
2021-05-20,100.52631705996556
2021-05-21,107.6888632451115
2021-05-22,112.95626090377777
2021-05-23,98.2502119731522
2021-05-24,107.0760152922948
2021-05-25,107.31565460349134
2021-05-26,109.78696688181128
2021-05-27,99.55296912465283
2021-05-28,98.99360955868039
2021-05-29,108.06211221349099
2021-05-30,106.79222384778527
2021-05-31,106.41308816188791
2021-06-01,106.74465918194264
2021-06-02,101.46260346319444
2021-06-03,105.87286356254366
2021-06-04,106.024429301578
2021-06-05,100.83343075337311
2021-06-06,113.57887595541932
2021-06-07,106.46272419271514
2021-06-08,97.97938528055143
2021-06-09,107.05984769520879
2021-06-10,98.74372895616108
2021-06-11,107.3915461454196
2021-06-12,109.08706271728234
2021-06-13,99.02765881759971
2021-06-14,107.78400883895651
2021-06-15,104.86621138667465
2021-06-16,106.74695572725253
2021-06-17,111.95418671807909
2021-06-18,101.07611612229177
2021-06-19,98.36652833261051
2021-06-20,97.51915674980815
2021-06-21,97.71861443242844
2021-06-22,101.24256158231465
2021-06-23,103.16375184328196
2021-06-24,102.6709357711759
2021-06-25,105.25250631639706
2021-06-26,101.01037695756152
2021-06-27,108.04153517812122
2021-06-28,99.27884860746815
2021-06-29,114.0310681629934
2021-06-30,103.38652114109635
2021-07-01,95.80028218680548
2021-07-02,94.55946754080756
2021-07-03,102.1541776739446
2021-07-04,98.45246374332545
2021-07-05,102.96786969680254
2021-07-06,101.59232333053309
2021-07-07,98.69048793854364
2021-07-08,94.64944133844102
2021-07-09,91.13828210204488
2021-07-10,96.30943327046614
2021-07-11,102.6539238422322
2021-07-12,99.2728028633954
2021-07-13,91.8045772085043
2021-07-14,98.73069547485795
2021-07-15,99.62353019633807
2021-07-16,93.11049101418497
2021-07-17,98.13197060244757
2021-07-18,97.48873684023783
2021-07-19,91.31802031811198
2021-07-20,98.65786639238314
2021-07-21,99.50983780959588
2021-07-22,101.95913308916904
2021-07-23,101.65187295287684
2021-07-24,89.3345735081749
2021-07-25,91.37497203385972
2021-07-26,98.48161674788709
2021-07-27,98.3189263548655
2021-07-28,98.17005058802529
2021-07-29,114.70459051818902
2021-07-30,98.1428574767272
2021-07-31,100.81510112981609
2021-08-01,99.75759068300825
2021-08-02,98.09633234637047
2021-08-03,93.11635329517894
2021-08-04,98.34244171705983
2021-08-05,90.53998130321038
2021-08-06,93.0781842872567
2021-08-07,91.69532973792975
2021-08-08,94.3931300646824
2021-08-09,105.42044683373427
2021-08-10,84.37604589108291
2021-08-11,97.01075381950693
2021-08-12,85.38485707196088
2021-08-13,90.95970202891749
2021-08-14,98.63701889006667
2021-08-15,93.38858782660755
2021-08-16,87.5554400092817
2021-08-17,89.24671231694055
2021-08-18,96.10241320380851
2021-08-19,88.93594673292836
2021-08-20,93.5556246725898
2021-08-21,92.58897307161364
2021-08-22,88.99315784830051
2021-08-23,102.86322189583947
2021-08-24,95.2077664737639
2021-08-25,81.8094876035025
2021-08-26,92.76689105938797
2021-08-27,88.42752568891896
2021-08-28,95.90291187979474
2021-08-29,87.58490573430586
2021-08-30,90.88309609516723
2021-08-31,93.89351511440317
2021-09-01,95.61171278375738
2021-09-02,85.19839592498576
2021-09-03,89.44692059450033
2021-09-04,88.66688053684612
2021-09-05,87.6997958138846
2021-09-06,99.72122490046333
2021-09-07,92.84907229421084
2021-09-08,84.45267300639384
2021-09-09,95.28207042489409
2021-09-10,101.24196752210887
2021-09-11,95.73471486885153
2021-09-12,82.91953437010822
2021-09-13,88.04201966936428
2021-09-14,96.74737757606015
2021-09-15,86.8269471862646
2021-09-16,92.5397193104905
2021-09-17,94.15198830085608
2021-09-18,85.6052421357859
2021-09-19,89.9062363032361
2021-09-20,73.96439777985482
2021-09-21,85.01858029369025
2021-09-22,88.85038334071079
2021-09-23,83.84994345024121
2021-09-24,98.22948802698404
2021-09-25,82.89823999918987
2021-09-26,87.83318854897337
2021-09-27,90.67453127777652
2021-09-28,97.21756928948024
2021-09-29,82.82522643722923
2021-09-30,95.81665217422743
2021-10-01,90.05125790773603
2021-10-02,85.09477172496133
2021-10-03,92.31801725891951
2021-10-04,91.01094426631171
2021-10-05,87.02566588312447
2021-10-06,90.3898204634783
2021-10-07,88.13125294675169
2021-10-08,90.64536463207692
2021-10-09,93.4113284217317
2021-10-10,98.0565896567869
2021-10-11,83.96618433834485
2021-10-12,100.85210217056525
2021-10-13,80.46107758733092
2021-10-14,89.50006997309788
2021-10-15,93.2409468139078
2021-10-16,91.74755996212662
2021-10-17,87.27520456217403
2021-10-18,89.39704048229457
2021-10-19,88.0244301637543
2021-10-20,87.5972123410075
2021-10-21,94.84944990568617
2021-10-22,92.44670514159598
2021-10-23,87.26003518790478
2021-10-24,95.28828649999991
2021-10-25,92.39521772252971
2021-10-26,94.99417246616844
2021-10-27,94.15183551309563
2021-10-28,86.93521148079415
2021-10-29,88.35841969958152
2021-10-30,94.97755097417387
2021-10-31,94.37728777987135
2021-11-01,91.30785244742123
2021-11-02,92.08846600126863
2021-11-03,97.98214042259734
2021-11-04,88.73043679216276
2021-11-05,94.52072137282605
2021-11-06,90.87364614775692
2021-11-07,90.89798310211712
2021-11-08,97.58442769236818
2021-11-09,96.32412323423239
2021-11-10,96.3733999111638
2021-11-11,98.94433595098603
2021-11-12,92.63529833119824
2021-11-13,96.05559462683496
2021-11-14,91.21222583407359
2021-11-15,94.50426553962446
2021-11-16,92.3547014576451
2021-11-17,93.61445215272691
2021-11-18,96.2313489388551
2021-11-19,89.29255040140985
2021-11-20,103.97564076807748
2021-11-21,88.61559008359971
2021-11-22,87.70858945165266
2021-11-23,99.70578566634907
2021-11-24,98.01104660020704
2021-11-25,97.31259635072277
2021-11-26,97.47470998341022
2021-11-27,94.41441300408923
2021-11-28,90.13367642718785
2021-11-29,95.14486671731314
2021-11-30,91.52748200391841
2021-12-01,99.93784316548899
2021-12-02,94.47737469133142
2021-12-03,91.23701130700893
2021-12-04,93.91077737433092
2021-12-05,97.7369013458738
2021-12-06,93.00944120985694
2021-12-07,91.8740181301081
2021-12-08,97.36180199502348
2021-12-09,97.52758742663688
2021-12-10,93.92852290138063
2021-12-11,94.26957947596726
2021-12-12,97.94755306986453
2021-12-13,89.7103660459505
2021-12-14,90.07785679931112
2021-12-15,93.68819731839676
2021-12-16,96.37923129027888
2021-12-17,99.16781016793051
2021-12-18,105.1575659547061
2021-12-19,102.2372531173239
2021-12-20,97.31804025175043
2021-12-21,98.19198751867178
2021-12-22,93.44426497016815
2021-12-23,98.5346465989054
2021-12-24,97.35462635640579
2021-12-25,100.58257582721609
2021-12-26,95.00419729486391
2021-12-27,101.90870830318265
2021-12-28,107.14749789278035
2021-12-29,99.11198314148825
2021-12-30,101.83642504893635
2021-12-31,103.45071995855557
